04-Jul-2016 14:31:59 CEST  Initiating request to open file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-6000_MNu-3000_TuneCUETP8M1_pythia8_13TeV.root
04-Jul-2016 14:32:02 CEST  Successfully opened file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-6000_MNu-3000_TuneCUETP8M1_pythia8_13TeV.root
Begin processing the 1st record. Run 1, Event 1, LumiSection 1 at 04-Jul-2016 14:32:04.399 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
   52 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.366      7.417 -1.485 |      0.031     -0.365    304.534    0.938 |
   53 |    22 -      gamma |  1 |   14   14   -1   -1 |  1  0 | 161.475      0.606 -1.426 |     23.235   -159.794    103.937    0.000 |
   54 |    22 -      gamma |  1 |   14   14   -1   -1 |  1  0 |  64.730      0.601 -1.427 |      9.284    -64.061     41.255    0.000 |
   55 |    22 -      gamma |  1 |   17   17   -1   -1 |  1  0 |  15.540      1.010 -1.905 |     -5.101    -14.679     18.506   -0.000 |
   56 |   111 -        pi0 |  2 |   15   16   68   68 |  2  1 |  10.157      0.706 -1.636 |     -0.658    -10.135      7.776    0.135 |
   57 |    22 -      gamma |  1 |   23   23   -1   -1 |  1  0 |  35.040      0.605 -1.438 |      4.633    -34.732     22.524    0.000 |
   58 |    22 -      gamma |  1 |   23   23   -1   -1 |  1  0 |  41.481      0.616 -1.448 |      5.092    -41.167     27.197   -0.000 |
   59 |    22 -      gamma |  1 |   24   24   -1   -1 |  1  0 |  11.463      0.605 -1.420 |      1.726    -11.332      7.365   -0.000 |
   60 |    22 -      gamma |  1 |   24   24   -1   -1 |  1  0 |  26.565      0.609 -1.413 |      4.172    -26.236     17.198   -0.000 |
   61 |    11 -         e- |  1 |   41   42   -1   -1 |  4  0 |   0.030     -3.929 -0.006 |      0.030     -0.000     -0.759    0.001 |
   62 |   -11 -         e+ |  1 |   41   42   -1   -1 |  4  0 |   0.106     -4.014  0.070 |      0.106      0.007     -2.929    0.001 |
   63 |   -13 -        mu+ |  1 |   46   46   -1   -1 |  1  0 |   2.196      2.785 -0.292 |      2.103     -0.632     17.709    0.106 |
   64 |    14 -      nu_mu |  1 |   46   46   -1   -1 |  1  0 |   0.431      2.386 -1.075 |      0.205     -0.379      2.324    0.000 |
   65 |    11 -         e- |  1 |   41   42   -1   -1 |  4  0 |   0.001     -0.761 -2.960 |     -0.001     -0.000     -0.001    0.001 |
   66 |   -11 -         e+ |  1 |   41   42   -1   -1 |  4  0 |   0.006     -0.522 -1.517 |      0.000     -0.006     -0.003    0.001 |
   67 |   111 -        pi0 |  2 |   11   12   69   70 |  2  2 | 318.410      0.606 -1.428 |     45.262   -315.176    205.096    0.135 |
   68 |    22 -      gamma |  1 |   56   56   -1   -1 |  1  0 |  10.149      0.706 -1.636 |     -0.661    -10.128      7.771   -0.000 |
   69 |    22 -      gamma |  1 |   67   67   -1   -1 |  1  0 |  78.598      0.606 -1.429 |     11.118    -77.808     50.604   -0.000 |
   70 |    22 -      gamma |  1 |   67   67   -1   -1 |  1  0 | 239.811      0.606 -1.428 |     34.144   -237.368    154.491   -0.000 |
Begin processing the 4th record. Run 1, Event 4, LumiSection 1 at 04-Jul-2016 14:32:07.300 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   12 |  0  4 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3    3 |  0  1 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    -2 -       ubar | 21 |    0    0    4    4 |  1  1 |   0.000  24606.354  0.000 |      0.000      0.000   1850.354    0.000 |
    3 |     1 -          d | 21 |    1    1    4    4 |  1  1 |   0.000 -27428.242  0.000 |      0.000      0.000  -4672.242    0.000 |
    4 | -9900024 -       W_R- | 22 |    2    3    5    5 |  2  1 |   0.000 -25577.889  0.000 |      0.000      0.000  -2821.889 5880.578 |
    5 | -9900024 -       W_R- | 62 |    4    4    6    7 |  1  2 |  29.154     -5.265  0.074 |     29.075      2.150  -2820.827 5880.578 |
    6 |    11 -         e- |  1 |    5    5   -1   -1 |  1  0 | 2139.210     -0.286 -1.710 |   -297.367  -2118.441   -620.228    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5    8   10 |  1  3 | 2145.570     -0.899  1.418 |    326.442   2120.591  -2200.600 3000.000 |
    8 |    11 -         e- |  1 |    7    7   -1   -1 |  1  0 | 267.459     -1.329  2.352 |   -188.340    189.901   -469.994    0.001 |
    9 |    -1 -       dbar | 23 |    7    7   29   35 |  1 30 | 2427.689     -0.706  1.068 |   1168.948   2127.731  -1860.594    0.330 |
   10 |     2 -          u | 23 |    7    7   11   11 |  1  1 | 683.196      0.189 -2.849 |   -654.165   -197.041    129.988    0.330 |
   11 |     2 -          u | 52 |   10   10   36   40 |  1 15 | 682.462      0.189 -2.849 |   -653.462   -196.830    129.848    0.330 |
   12 |    -2 -       ubar | 71 |    0    0   -1   -1 |  1  0 |   6.472      3.335  1.932 |     -2.285      6.055     90.778    0.330 |
   13 |     2 -          u | 71 |    9    9   48   59 |  1  5 |  11.636     -0.448  1.260 |      3.562     11.077     -5.386    0.567 |
   14 |    21 -          g | 71 |    9    9   48   59 |  1  5 |   5.806     -0.202  1.092 |      2.676      5.152     -1.183   -0.000 |
   15 |    21 -          g | 71 |    9    9   48   59 |  1  5 |  19.404     -0.758  1.001 |     10.463     16.341    -16.148    0.000 |
   16 |    21 -          g | 71 |    9    9   48   59 |  1  5 |  17.216     -0.721  1.040 |      8.716     14.846    -13.517   -0.000 |
   17 |    21 -          g | 71 |    9    9   48   59 |  1  5 |  32.956     -0.662  1.011 |     17.510     27.920    -23.449    0.000 |
   18 |    -2 -       ubar | 71 |    9    9   48   59 |  1  5 |   5.612     -0.657  0.975 |      3.147      4.647     -3.956    0.330 |
   19 |   111 -        pi0 |  2 |   13   18   58   58 |  7  1 |  13.821     -0.708  0.998 |      7.490     11.616    -10.619    0.135 |
   20 |    21 -          g | 71 |    0    0   -1   -1 |  1  0 |  11.564      3.079 -2.874 |    -11.152     -3.056    125.388   -0.000 |
   21 |    21 -          g | 71 |    0    0   -1   -1 |  1  0 |   5.598      2.671 -3.024 |     -5.559     -0.659     40.248    0.432 |
   22 |     2 -          u | 71 |    9    9   30   35 |  1 10 |  31.555     -0.643  1.071 |     15.112     27.702    -21.729    0.330 |
   23 |    21 -          g | 71 |    9    9   30   35 |  1 10 |  85.695     -0.830  1.094 |     39.308     76.148    -79.599   -0.000 |
   24 |    21 -          g | 71 |    9    9   30   35 |  1 10 |  23.733     -0.801  1.107 |     10.621     21.224    -21.120    0.000 |
   25 |    21 -          g | 71 |    9    9   30   35 |  1 10 |  46.005     -0.825  1.086 |     21.429     40.709    -42.439    0.000 |
   26 |    21 -          g | 71 |    9    9   30   35 |  1 10 |   5.636     -0.743  1.065 |      2.730      4.930     -4.580   -0.000 |
   27 |    21 -          g | 71 |    9    9   30   35 |  1 10 | 1559.581     -0.700  1.070 |    749.179   1367.853  -1182.984    0.000 |
   28 |    21 -          g | 71 |    9    9   30   35 |  1 10 | 264.809     -0.698  1.070 |    127.247    232.233   -200.063   -0.000 |
   29 |    -1 -       dbar | 71 |    9    9   30   35 |  1 10 | 301.800     -0.700  1.063 |    146.838    263.670   -228.820    0.330 |
   30 |  2212 -         p+ |  1 |   22   29   -1   -1 |  9  0 |  13.752     -0.682  1.074 |      6.559     12.087    -10.117    0.938 |
   31 |   111 -        pi0 |  2 |   22   29   60   60 |  9  1 |  25.227     -0.824  1.101 |     11.413     22.498    -23.229    0.135 |
   32 |   111 -        pi0 |  2 |   22   29   61   61 |  9  1 |  24.290     -0.689  1.079 |     11.480     21.406    -18.091    0.135 |
   33 |   223 -      omega |  2 |   22   29   62   63 |  9  2 | 119.615     -0.701  1.069 |     57.521    104.877    -90.898    0.785 |
   34 |   111 -        pi0 |  2 |   22   29   64   64 |  9  1 | 123.329     -0.701  1.063 |     59.942    107.782    -93.668    0.135 |
   35 |   111 -        pi0 |  2 |   22   29   65   65 |  9  1 |  25.065     -0.696  1.065 |     12.152     21.922    -18.901    0.135 |
   36 |     2 -          u | 71 |   11   11   57   47 |  1  6 | 191.535      0.211 -2.850 |   -183.448    -55.069     40.697    0.330 |
   37 |    21 -          g | 71 |   11   11   57   47 |  1  6 | 126.184      0.206 -2.844 |   -120.654    -36.946     26.177    0.000 |
   38 |    21 -          g | 71 |   11   11   57   47 |  1  6 | 166.340      0.198 -2.845 |   -159.080    -48.607     33.067   -0.000 |
   39 |    21 -          g | 71 |   11   11   57   47 |  1  6 |  53.516      0.200 -2.860 |    -51.408    -14.873     10.768   -0.000 |
   40 |    21 -          g | 71 |   11   11   57   47 |  1  6 |  52.998      0.131 -2.830 |    -50.449    -16.236      6.944   -0.000 |
   41 |    21 -          g | 71 |   11   11   57   47 |  1  6 |  22.479      0.148 -2.855 |    -21.561     -6.359      3.344    0.000 |
   42 |    21 -          g | 71 |   11   11   57   47 |  1  6 |  42.563      0.105 -2.867 |    -40.972    -11.529      4.481   -0.000 |
   43 |    21 -          g | 71 |   11   11   57   47 |  1  6 |   9.279      0.058 -2.917 |     -9.046     -2.068      0.536    0.000 |
   44 |    21 -          g | 71 |   11   11   57   47 |  1  6 |  10.763      0.168 -2.897 |    -10.443     -2.603      1.813   -0.000 |
   45 |    -2 -       ubar | 71 |    9    9   57   47 |  1  6 |   8.545     -0.902  0.990 |      4.686      7.145     -8.801    0.330 |
   46 |   111 -        pi0 |  2 |   36   45   66   67 | 11  2 |  32.423      0.158 -2.812 |    -30.677    -10.497      5.151    0.135 |
   47 |  2212 -         p+ |  1 |   36   45   -1   -1 | 11  0 |   7.446      0.117 -2.935 |     -7.287     -1.530      0.875    0.938 |
   48 |   310 -       K_S0 |  1 |   13   18   -1   -1 |  7  0 |   6.870     -0.314  1.178 |      2.631      6.346     -2.196    0.498 |
   49 |   310 -       K_S0 |  1 |   13   18   -1   -1 |  7  0 |   2.706     -0.706  1.095 |      1.240      2.406     -2.074    0.498 |
   50 |   310 -       K_S0 |  1 |   13   18   -1   -1 |  7  0 |   2.218     -0.519  0.834 |      1.491      1.643     -1.204    0.498 |
   51 |   111 -        pi0 |  2 |   22   29   69   70 |  9  2 |  56.528     -0.824  1.094 |     25.954     50.218    -52.067    0.135 |
   52 |   111 -        pi0 |  2 |   22   29   71   72 |  9  2 | 593.133     -0.699  1.069 |    285.039    520.153   -449.539    0.135 |
   53 |   111 -        pi0 |  2 |   22   29   73   74 |  9  2 |  83.839     -0.704  1.064 |     40.681     73.308    -64.011    0.135 |
   54 |   111 -        pi0 |  2 |   22   29   75   75 |  9  1 |  75.425     -0.698  1.065 |     36.566     65.969    -57.050    0.135 |
   55 |   111 -        pi0 |  2 |   36   45   76   77 | 11  2 |  68.498      0.201 -2.842 |    -65.449    -20.211     13.871    0.135 |
   56 |   111 -        pi0 |  2 |   36   45   78   78 | 11  1 |  18.203      0.187 -2.850 |    -17.433     -5.238      3.425    0.135 |
   57 |   310 -       K_S0 |  1 |   36   45   -1   -1 | 11  0 | 112.659      0.206 -2.849 |   -107.873    -32.489     23.421    0.498 |
   58 |    22 -      gamma |  1 |   19   19   -1   -1 |  1  0 |  12.016     -0.708  0.994 |      6.550     10.074     -9.235    0.000 |
   59 |   111 -        pi0 |  2 |   13   18   79   79 |  7  1 |  12.971     -0.674  1.013 |      6.860     11.008     -9.424    0.135 |
   60 |    22 -      gamma |  1 |   31   31   -1   -1 |  1  0 |  20.629     -0.826  1.103 |      9.311     18.408    -19.057    0.000 |
   61 |    22 -      gamma |  1 |   32   32   -1   -1 |  1  0 |  22.108     -0.688  1.077 |     10.474     19.469    -16.434    0.000 |
   62 |   111 -        pi0 |  2 |   33   33   80   80 |  1  1 |  72.583     -0.704  1.073 |     34.631     63.789    -55.417    0.135 |
   63 |    22 -      gamma |  1 |   33   33   -1   -1 |  1  0 |  47.033     -0.697  1.063 |     22.890     41.087    -35.481   -0.000 |
   64 |    22 -      gamma |  1 |   34   34   -1   -1 |  1  0 | 119.754     -0.701  1.063 |     58.190    104.666    -90.934    0.000 |
   65 |    22 -      gamma |  1 |   35   35   -1   -1 |  1  0 |  18.799     -0.699  1.063 |      9.147     16.424    -14.232   -0.000 |
   66 |    22 -      gamma |  1 |   46   46   -1   -1 |  1  0 |  22.273      0.157 -2.809 |    -21.054     -7.268      3.522   -0.000 |
   67 |    22 -      gamma |  1 |   46   46   -1   -1 |  1  0 |  10.150      0.160 -2.818 |     -9.622     -3.229      1.629    0.000 |
   68 |   111 -        pi0 |  2 |   36   45   81   81 | 11  1 |  11.508      0.112 -2.834 |    -10.969     -3.481      1.292    0.135 |
   69 |    22 -      gamma |  1 |   51   51   -1   -1 |  1  0 |  31.348     -0.822  1.093 |     14.410     27.840    -28.787    0.000 |
   70 |    22 -      gamma |  1 |   51   51   -1   -1 |  1  0 |  25.180     -0.827  1.095 |     11.544     22.378    -23.280   -0.000 |
   71 |    22 -      gamma |  1 |   52   52   -1   -1 |  1  0 | 317.012     -0.699  1.070 |    152.299    278.032   -240.213    0.000 |
   72 |    22 -      gamma |  1 |   52   52   -1   -1 |  1  0 | 276.121     -0.700  1.069 |    132.740    242.121   -209.327   -0.000 |
   73 |    22 -      gamma |  1 |   53   53   -1   -1 |  1  0 |  58.880     -0.704  1.063 |     28.620     51.457    -44.926    0.000 |
   74 |    22 -      gamma |  1 |   53   53   -1   -1 |  1  0 |  24.959     -0.705  1.066 |     12.061     21.852    -19.085    0.000 |
   75 |    22 -      gamma |  1 |   54   54   -1   -1 |  1  0 |  72.955     -0.698  1.064 |     35.387     63.798    -55.168   -0.000 |
   76 |    22 -      gamma |  1 |   55   55   -1   -1 |  1  0 |  11.936      0.205 -2.843 |    -11.408     -3.511      2.468   -0.000 |
   77 |    22 -      gamma |  1 |   55   55   -1   -1 |  1  0 |  56.562      0.200 -2.842 |    -54.041    -16.700     11.403   -0.000 |
   78 |    22 -      gamma |  1 |   56   56   -1   -1 |  1  0 |  14.877      0.187 -2.846 |    -14.233     -4.330      2.791   -0.000 |
   79 |    22 -      gamma |  1 |   59   59   -1   -1 |  1  0 |  12.681     -0.675  1.012 |      6.721     10.753     -9.227   -0.000 |
   80 |    22 -      gamma |  1 |   62   62   -1   -1 |  1  0 |  71.843     -0.704  1.074 |     34.267     63.144    -54.844   -0.000 |
   81 |    22 -      gamma |  1 |   68   68   -1   -1 |  1  0 |  10.921      0.111 -2.837 |    -10.418     -3.277      1.215    0.000 |
Begin processing the 5th record. Run 1, Event 5, LumiSection 1 at 04-Jul-2016 14:32:07.301 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   28 |  0 10 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   28 |  0 13 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    -1 -       dbar | 21 |    0    0    4    4 |  1  1 |   0.000  25239.729  0.000 |      0.000      0.000   2483.729    0.000 |
    3 |     2 -          u | 21 |    1    1    4    4 |  1  1 |   0.000 -25970.723  0.000 |      0.000      0.000  -3214.723    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000 -23486.994  0.000 |      0.000      0.000   -730.994 5651.371 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 |  50.247     -3.377 -2.360 |    -35.679    -35.380   -735.164 5651.371 |
    6 |   -11 -         e+ | 23 |    5    5    8    9 |  1  2 | 291.777      2.499 -3.086 |   -291.321    -16.312   1762.920    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5   10   10 |  1  1 | 256.352     -2.972 -0.074 |    255.642    -19.068  -2498.084 3000.000 |
    8 |   -11 -         e+ |  1 |    6    6   -1   -1 |  1  0 | 295.545      2.465 -3.013 |   -293.107    -37.884   1725.461    0.001 |
    9 |    22 -      gamma |  1 |    6    6   -1   -1 |  1  0 |  21.694      1.201  1.461 |      2.367     21.564     32.799   -0.000 |
   10 | 9900012 -      nu_Re | 52 |    7    7   11   13 |  1  3 | 255.772     -2.973 -0.075 |    255.061    -19.060  -2493.425 3000.000 |
   11 |    11 -         e- | 23 |   10   10   17   14 |  1  3 | 1034.100     -0.887  2.681 |   -926.223    459.862  -1042.396    0.001 |
   12 |    -3 -       sbar | 23 |   10   10   15   15 |  1  1 | 292.774      0.485  1.456 |     33.602    290.840    147.577    0.500 |
   13 |     2 -          u | 23 |   10   10   16   16 |  1  1 | 1381.922     -0.988 -0.591 |   1147.682   -769.762  -1598.606    0.330 |
   14 |    22 -      gamma |  1 |   11   11   -1   -1 |  1  0 |  83.421     -1.545  2.580 |    -70.597     44.443   -186.542    0.000 |
   15 |    -3 -       sbar | 52 |   12   12   47   43 |  1 19 | 279.875      0.485  1.456 |     32.122    278.025    141.075    0.500 |
   16 |     2 -          u | 52 |   13   13   20   40 |  1 29 | 1362.760     -0.988 -0.591 |   1131.769   -759.088  -1576.440    0.330 |
   17 |    11 -         e- |  1 |   11   11   -1   -1 |  1  0 | 953.235     -0.801  2.677 |   -852.135    427.228   -847.354    0.001 |
   18 |    22 -      gamma |  1 |   11   11   -1   -1 |  1  0 |   2.248     -0.800  2.678 |     -2.011      1.005     -1.997   -0.000 |
   19 |    21 -          g | 73 |   16   16   30   30 |  1  1 | 144.356     -1.005 -0.582 |    120.553    -79.407   -170.786    0.263 |
   20 |     2 -          u | 71 |   16   16   55   23 |  1  2 | 268.727     -0.998 -0.584 |    224.229   -148.107   -315.170    0.330 |
   21 |    21 -          g | 71 |   16   16   55   23 |  1  2 | 123.732     -1.003 -0.585 |    103.184    -68.283   -145.938   -0.000 |
   22 |    -1 -       dbar | 71 |   16   16   55   23 |  1  2 | 187.142     -1.005 -0.589 |    155.614   -103.955   -221.308    0.330 |
   23 |   111 -        pi0 |  2 |   20   22   66   67 |  3  2 | 265.757     -1.004 -0.588 |    221.053   -147.521   -313.863    0.135 |
   24 |     1 -          d | 71 |    0    1   -1   -1 |  2  0 |   5.731      3.750 -1.711 |     -0.799     -5.676    121.789    0.330 |
   25 |    21 -          g | 71 |    1    1   27   27 |  1  1 |   6.002     -3.040  2.230 |     -3.678      4.743    -62.568    0.107 |
   26 |    21 -          g | 71 |    0    1   27   27 |  2  1 |   5.506      3.004  1.439 |      0.724      5.458     55.354    0.573 |
   27 |  2212 -         p+ |  1 |    1    0   -1   -1 |  4  0 |   0.135      2.160  1.432 |      0.019      0.134      0.579    0.938 |
