30-Oct-2015 07:55:31 CDT  Initiating request to open file file:/eos/uscms/store/user/skalafut/WR_2600_ToENu_1300_ToEEJJ_GENSIM/WRToENuToEEJJ_MW-2600_MNu-1300_13TeV_GEN-SIM/150519_203237/0000/WR_M-2600_ToENu_M-1300_13TeV_GEN_SIM_1.root
30-Oct-2015 07:55:32 CDT  Successfully opened file file:/eos/uscms/store/user/skalafut/WR_2600_ToENu_1300_ToEEJJ_GENSIM/WRToENuToEEJJ_MW-2600_MNu-1300_13TeV_GEN-SIM/150519_203237/0000/WR_M-2600_ToENu_M-1300_13TeV_GEN_SIM_1.root
Begin processing the 1st record. Run 1, Event 1, LumiSection 1 at 30-Oct-2015 07:55:37.549 CDT

[ParticleListDrawer] analysing particle collection genParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
  483 |   111 -        pi0 |  2 |  472  481  785  786 | 10  2 |   0.393      5.942 -1.221 |      0.135     -0.369     74.757    0.135 |
  484 |   211 -        pi+ |  1 |  472  481   -1   -1 | 10  0 |   0.216      6.494  1.327 |      0.052      0.210     71.533    0.140 |
  485 |   311 -         K0 |  2 |  472  481  676  676 | 10  1 |   0.724      6.327 -1.203 |      0.260     -0.676    202.469    0.498 |
  486 |  -313 -     K*bar0 |  2 |  472  481  677  678 | 10  2 |   3.317      4.884 -1.701 |     -0.429     -3.289    219.098    0.784 |
  487 |  2112 -         n0 |  1 |  472  481   -1   -1 | 10  0 |   1.436      5.408 -1.219 |      0.495     -1.348    160.207    0.940 |
  488 | -2212 -      pbar- |  1 |  472  481   -1   -1 | 10  0 |   1.175      4.835 -2.160 |     -0.653     -0.977     73.921    0.938 |
  489 |   221 -        eta |  2 |  472  481  787  788 | 10  2 |   1.344      4.505 -3.096 |     -1.342     -0.061     60.780    0.548 |
  490 |   211 -        pi+ |  1 |  472  481   -1   -1 | 10  0 |   0.330      3.689  0.381 |      0.307      0.123      6.606    0.140 |
  491 |  -211 -        pi- |  1 |  472  481   -1   -1 | 10  0 |   0.407      2.984 -2.023 |     -0.178     -0.366      4.011    0.140 |
  492 |   321 -         K+ |  1 |  472  481   -1   -1 | 10  0 |   0.841      1.846 -1.929 |     -0.295     -0.788      2.597    0.494 |
  493 |  -311 -      Kbar0 |  2 |  472  481  679  679 | 10  1 |   0.542      2.882 -2.389 |     -0.395     -0.370      4.818    0.498 |
  494 |  2114 -     Delta0 |  2 |  472  481  680  681 | 10  2 |   0.564      3.903 -1.133 |      0.239     -0.511     13.971    1.317 |
  495 | -2212 -      pbar- |  1 |  472  481   -1   -1 | 10  0 |   1.164      1.233 -1.506 |      0.075     -1.162      1.829    0.938 |
  496 |   111 -        pi0 |  2 |  472  481  789  790 | 10  2 |   2.637      1.525 -1.589 |     -0.048     -2.637      5.774    0.135 |
  497 |     1 -          d | 71 |  195  195  505  518 |  1 14 |   0.719      2.234  2.124 |     -0.378      0.612      3.318    0.330 |
  498 |    21 -          g | 71 |  249  249  505  518 |  1 14 |   3.177      2.650  2.815 |     -3.009      1.018     22.372   -0.000 |
  499 |    21 -          g | 71 |  226  226  505  518 |  1 14 |   1.720      2.732  2.552 |     -1.430      0.956     13.155    0.000 |
  500 |    21 -          g | 71 |  218  218  505  518 |  1 14 |   2.146      2.973  2.075 |     -1.037      1.879     20.915    0.000 |
  501 |    21 -          g | 71 |  408  408  505  518 |  1 14 |   2.976      3.313  2.366 |     -2.125      2.083     40.796    0.517 |
  502 |    21 -          g | 71 |  407  407  505  518 |  1 14 |   1.604      4.146  0.074 |      1.600      0.118     50.684    0.148 |
  503 |    21 -          g | 71 |  409  409  505  518 |  1 14 |   2.383      4.665  0.187 |      2.342      0.442    126.469    0.567 |
  504 |  2101 -       ud_0 | 71 |  254  254  505  518 |  1 14 |   0.329     10.207 -2.003 |     -0.138     -0.298   4452.340    0.579 |
  505 |   313 -        K*0 |  2 |  497  504  682  683 |  8  2 |   2.563      2.657  2.712 |     -2.331      1.068     18.181    0.889 |
  506 |  -321 -         K- |  1 |  497  504   -1   -1 |  8  0 |   1.103      2.714  2.137 |     -0.592      0.931      8.286    0.494 |
  507 |   211 -        pi+ |  1 |  497  504   -1   -1 |  8  0 |   3.279      2.880  2.294 |     -2.171      2.458     29.123    0.140 |
  508 |  -213 -       rho- |  2 |  497  504  684  685 |  8  2 |   1.636      3.274  2.957 |     -1.608      0.300     21.576    0.991 |
  509 |   213 -       rho+ |  2 |  497  504  686  687 |  8  2 |   0.610      4.085  0.541 |      0.523      0.314     18.116    1.009 |
  510 |   113 -       rho0 |  2 |  497  504  688  689 |  8  2 |   1.640      3.667  2.060 |     -0.770      1.447     32.064    0.816 |
  511 |  -211 -        pi- |  1 |  497  504   -1   -1 |  8  0 |   0.571      3.367  0.925 |      0.344      0.456      8.273    0.140 |
  512 |   211 -        pi+ |  1 |  497  504   -1   -1 |  8  0 |   0.615      5.369 -0.606 |      0.506     -0.350     66.056    0.140 |
  513 |  -211 -        pi- |  1 |  497  504   -1   -1 |  8  0 |   0.905      3.983  0.437 |      0.820      0.383     24.287    0.140 |
  514 |   111 -        pi0 |  2 |  497  504  791  792 |  8  2 |   0.658      5.975 -0.873 |      0.423     -0.504    129.323    0.135 |
  515 |   111 -        pi0 |  2 |  497  504  793  794 |  8  2 |   0.535      5.530  1.669 |     -0.052      0.533     67.460    0.135 |
  516 |   223 -      omega |  2 |  497  504  795  796 |  8  2 |   1.090      5.805  0.049 |      1.089      0.053    180.875    0.791 |
  517 |   213 -       rho+ |  2 |  497  504  690  691 |  8  2 |   0.688      6.973 -2.666 |     -0.612     -0.315    367.357    0.763 |
  518 |  2112 -         n0 |  1 |  497  504   -1   -1 |  8  0 |   0.260     10.274  0.141 |      0.257      0.037   3759.070    0.940 |
  519 |     5 -          b | 71 |  362  362  551  620 |  1 70 | 183.852     -1.560  2.400 |   -135.552    124.206   -418.145    4.800 |
  520 |    21 -          g | 71 |  361  361  551  620 |  1 70 |   3.302     -1.660  2.479 |     -2.603      2.033     -8.367   -0.000 |
  521 |    21 -          g | 71 |  360  360  551  620 |  1 70 |   5.981     -1.401  2.407 |     -4.439      4.009    -11.398   -0.000 |
  522 |    21 -          g | 71 |  357  357  551  620 |  1 70 |   2.581     -1.314  2.037 |     -1.160      2.306     -4.455   -0.000 |
  523 |    21 -          g | 71 |  355  355  551  620 |  1 70 |   4.499     -1.551  2.213 |     -2.695      3.602    -10.127   -0.000 |
  524 |    21 -          g | 71 |  323  323  551  620 |  1 70 |   2.658     -1.241  2.057 |     -1.242      2.350     -4.212   -0.000 |
  525 |    21 -          g | 71 |  322  322  551  620 |  1 70 |  28.036     -1.574  2.041 |    -12.693     24.998    -64.743   -0.000 |
  526 |    21 -          g | 71 |  331  331  551  620 |  1 70 |  23.861     -1.546  2.076 |    -11.540     20.884    -53.427    0.000 |
  527 |    21 -          g | 71 |  332  332  551  620 |  1 70 |   4.828     -1.709  2.181 |     -2.765      3.958    -12.895   -0.000 |
  528 |    21 -          g | 71 |  333  333  551  620 |  1 70 |  42.636     -2.437  2.029 |    -18.875     38.230   -242.079    0.000 |
  529 |    21 -          g | 71 |  304  304  551  620 |  1 70 |  22.636     -2.310  2.231 |    -13.880     17.881   -112.853   -0.000 |
  530 |    21 -          g | 71 |  330  330  551  620 |  1 70 |  13.709     -2.393  2.173 |     -7.765     11.298    -74.420    0.000 |
  531 |    21 -          g | 71 |  329  329  551  620 |  1 70 |   2.103     -2.267  2.352 |     -1.482      1.493    -10.041    0.000 |
  532 |    21 -          g | 71 |  328  328  551  620 |  1 70 |   0.438     -1.630 -0.138 |      0.433     -0.060     -1.074    0.000 |
  533 |    21 -          g | 71 |  326  326  551  620 |  1 70 |   1.441     -1.978  2.106 |     -0.735      1.240     -5.108   -0.000 |
  534 |    21 -          g | 71 |  345  345  551  620 |  1 70 |   0.265     -2.716  2.945 |     -0.260      0.052     -1.997   -0.000 |
  535 |    21 -          g | 71 |  344  344  551  620 |  1 70 |   2.497     -2.077  1.374 |      0.488      2.449     -9.807   -0.000 |
  536 |    21 -          g | 71 |  343  343  551  620 |  1 70 |   8.139     -2.294  1.505 |      0.538      8.121    -39.952    0.000 |
  537 |    21 -          g | 71 |  316  316  551  620 |  1 70 |  93.770     -2.337  1.498 |      6.783     93.525   -480.715    0.000 |
  538 |    21 -          g | 71 |  317  317  551  620 |  1 70 |  41.862     -2.358  1.525 |      1.908     41.819   -219.158    0.000 |
  539 |    21 -          g | 71 |  337  337  551  620 |  1 70 |  33.054     -2.416  1.575 |     -0.154     33.053   -183.596    0.000 |
  540 |    21 -          g | 71 |  338  338  551  620 |  1 70 |  47.736     -2.408  1.547 |      1.145     47.722   -262.991    0.000 |
  541 |    21 -          g | 71 |  340  340  551  620 |  1 70 |  16.672     -2.449  1.519 |      0.867     16.649    -95.774   -0.000 |
  542 |    21 -          g | 71 |  341  341  551  620 |  1 70 |  13.761     -2.476  1.591 |     -0.279     13.758    -81.258    0.000 |
  543 |    21 -          g | 71 |  342  342  551  620 |  1 70 |   7.041     -2.480  1.451 |      0.844      6.990    -41.742    0.000 |
  544 |    21 -          g | 71 |  396  396  551  620 |  1 70 |  54.699     -2.361  1.414 |      8.543     54.028   -287.286    0.415 |
  545 |    21 -          g | 71 |  335  335  551  620 |  1 70 |   9.475     -2.341  1.579 |     -0.076      9.475    -48.794    0.000 |
  546 |    21 -          g | 71 |  336  336  551  620 |  1 70 |   2.878     -2.200  1.733 |     -0.464      2.840    -12.820    0.000 |
  547 |    21 -          g | 71 |  303  303  551  620 |  1 70 |  25.616     -1.958  2.024 |    -11.213     23.032    -88.904    0.000 |
  548 |    21 -          g | 71 |  302  302  551  620 |  1 70 |  10.816     -1.933  1.972 |     -4.225      9.957    -36.576    0.000 |
  549 |    21 -          g | 71 |  301  301  551  620 |  1 70 |   2.916     -1.741  1.565 |      0.016      2.916     -8.059   -0.000 |
  550 |    -5 -       bbar | 71 |  297  297  551  620 |  1 70 |  97.297     -1.722  1.375 |     18.907     95.442   -263.610    4.800 |
  551 |  -511 -      Bbar0 |  2 |  519  550  797  799 | 32  3 | 166.343     -1.563  2.400 |   -122.666    112.351   -379.413    5.280 |
  552 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |  10.631     -1.484  2.426 |     -8.020      6.978    -22.230    0.140 |
  553 |   213 -       rho+ |  2 |  519  550  692  693 | 32  2 |  10.519     -1.559  2.326 |     -7.208      7.662    -23.906    0.820 |
  554 |   111 -        pi0 |  2 |  519  550  800  801 | 32  2 |   1.188     -1.420  2.819 |     -1.126      0.376     -2.314    0.135 |
  555 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |   5.805     -1.546  2.235 |     -3.580      4.570    -13.000    0.140 |
  556 |   111 -        pi0 |  2 |  519  550  802  803 | 32  2 |   2.747     -1.489  2.106 |     -1.401      2.363     -5.779    0.135 |
  557 |   211 -        pi+ |  1 |  519  550   -1   -1 | 32  0 |   0.705     -1.318  2.103 |     -0.358      0.608     -1.223    0.140 |
  558 |   113 -       rho0 |  2 |  519  550  694  695 | 32  2 |   2.833     -1.346  2.250 |     -1.779      2.205     -5.072    0.695 |
  559 |  -213 -       rho- |  2 |  519  550  696  697 | 32  2 |   8.817     -1.560  2.095 |     -4.409      7.635    -20.049    0.895 |
  560 |   111 -        pi0 |  2 |  519  550  804  805 | 32  2 |   1.352     -1.514  2.250 |     -0.850      1.052     -2.925    0.135 |
  561 |   111 -        pi0 |  2 |  519  550  806  807 | 32  2 |   3.695     -1.617  2.000 |     -1.538      3.360     -8.944    0.135 |
  562 |   221 -        eta |  2 |  519  550  808  810 | 32  3 |  11.809     -1.566  2.156 |     -6.521      9.844    -27.043    0.548 |
  563 |   211 -        pi+ |  1 |  519  550   -1   -1 | 32  0 |  11.345     -1.526  1.983 |     -4.548     10.394    -24.863    0.140 |
  564 |   221 -        eta |  2 |  519  550  811  813 | 32  3 |  12.449     -1.590  2.104 |     -6.324     10.724    -29.241    0.548 |
  565 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |   1.577     -1.957  2.073 |     -0.759      1.382     -5.467    0.140 |
  566 |   111 -        pi0 |  2 |  519  550  814  815 | 32  2 |   4.950     -1.570  1.849 |     -1.359      4.760    -11.379    0.135 |
  567 |  2212 -         p+ |  1 |  519  550   -1   -1 | 32  0 |   2.925     -1.902  2.305 |     -1.960      2.171     -9.575    0.938 |
  568 | -2212 -      pbar- |  1 |  519  550   -1   -1 | 32  0 |   2.804     -2.105  2.146 |     -1.526      2.353    -11.339    0.938 |
  569 |   111 -        pi0 |  2 |  519  550  816  817 | 32  2 |   3.502     -2.327  1.983 |     -1.404      3.208    -17.774    0.135 |
  570 |   211 -        pi+ |  1 |  519  550   -1   -1 | 32  0 |   9.933     -2.497  2.005 |     -4.180      9.011    -59.900    0.140 |
  571 |   111 -        pi0 |  2 |  519  550  818  819 | 32  2 |   6.483     -2.333  2.078 |     -3.148      5.668    -33.090    0.135 |
  572 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |   3.634     -2.301  2.085 |     -1.789      3.163    -17.961    0.140 |
  573 |   211 -        pi+ |  1 |  519  550   -1   -1 | 32  0 |  11.863     -2.498  2.031 |     -5.272     10.627    -71.664    0.140 |
  574 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |   9.608     -2.367  2.160 |     -5.340      7.988    -50.781    0.140 |
  575 |   213 -       rho+ |  2 |  519  550  698  699 | 32  2 |   5.495     -2.329  2.178 |     -3.134      4.513    -27.942    0.758 |
  576 |  -213 -       rho- |  2 |  519  550  700  701 | 32  2 |   6.887     -2.369  2.171 |     -3.888      5.684    -36.488    0.764 |
  577 |   213 -       rho+ |  2 |  519  550  702  703 | 32  2 |  10.576     -2.339  2.222 |     -6.409      8.412    -54.309    0.907 |
  578 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |   0.992     -2.032  2.167 |     -0.557      0.821     -3.720    0.140 |
  579 |   221 -        eta |  2 |  519  550  820  822 | 32  3 |   2.806     -2.492  2.096 |     -1.408      2.427    -16.845    0.548 |
  580 |   223 -      omega |  2 |  519  550  823  825 | 32  3 |   2.194     -2.523  2.081 |     -1.072      1.915    -13.583    0.781 |
  581 |   211 -        pi+ |  1 |  519  550   -1   -1 | 32  0 |   3.256     -2.327  2.395 |     -2.390      2.211    -16.524    0.140 |
  582 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |   0.215     -1.421  1.168 |      0.084      0.198     -0.419    0.140 |
  583 |   223 -      omega |  2 |  519  550  826  828 | 32  3 |   2.847     -2.220  1.831 |     -0.732      2.751    -12.948    0.778 |
  584 |   321 -         K+ |  1 |  519  550   -1   -1 | 32  0 |   0.569     -2.638  1.939 |     -0.205      0.531     -3.961    0.494 |
  585 |  -321 -         K- |  1 |  519  550   -1   -1 | 32  0 |   1.032     -2.075  1.707 |     -0.140      1.022     -4.046    0.494 |
  586 |   213 -       rho+ |  2 |  519  550  704  705 | 32  2 |   2.409     -2.340  1.299 |      0.647      2.320    -12.383    0.806 |
  587 |  -213 -       rho- |  2 |  519  550  706  707 | 32  2 |  13.484     -2.354  1.547 |      0.320     13.480    -70.346    0.790 |
  588 |   211 -        pi+ |  1 |  519  550   -1   -1 | 32  0 |   3.956     -2.245  1.419 |      0.597      3.911    -18.456    0.140 |
  589 |  -213 -       rho- |  2 |  519  550  708  709 | 32  2 |  47.296     -2.334  1.506 |      3.053     47.197   -241.844    0.946 |
  590 |   211 -        pi+ |  1 |  519  550   -1   -1 | 32  0 |   3.688     -2.466  1.651 |     -0.296      3.676    -21.552    0.140 |
  591 |   111 -        pi0 |  2 |  519  550  829  830 | 32  2 |  40.743     -2.337  1.508 |      2.550     40.663   -208.832    0.135 |
  592 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |   2.253     -2.304  1.376 |      0.437      2.210    -11.168    0.140 |
  593 |   213 -       rho+ |  2 |  519  550  710  711 | 32  2 |  22.786     -2.382  1.512 |      1.331     22.747   -122.329    0.772 |
  594 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |  31.159     -2.391  1.553 |      0.544     31.154   -168.847    0.140 |
  595 |  2212 -         p+ |  1 |  519  550   -1   -1 | 32  0 |  28.533     -2.395  1.530 |      1.162     28.509   -155.145    0.938 |
  596 | -2212 -      pbar- |  1 |  519  550   -1   -1 | 32  0 |  20.151     -2.420  1.558 |      0.254     20.149   -112.423    0.938 |
  597 |   223 -      omega |  2 |  519  550  831  833 | 32  3 |  12.089     -2.402  1.587 |     -0.194     12.088    -66.193    0.784 |
  598 |   213 -       rho+ |  2 |  519  550  712  713 | 32  2 |  16.872     -2.450  1.494 |      1.298     16.822    -97.031    1.013 |
  599 |  -213 -       rho- |  2 |  519  550  714  715 | 32  2 |  11.256     -2.394  1.518 |      0.597     11.240    -61.161    0.752 |
  600 |   213 -       rho+ |  2 |  519  550  716  717 | 32  2 |  16.781     -2.366  1.431 |      2.344     16.616    -88.594    1.012 |
  601 |   111 -        pi0 |  2 |  519  550  834  835 | 32  2 |  10.892     -2.457  1.471 |      1.088     10.837    -63.057    0.135 |
  602 |   111 -        pi0 |  2 |  519  550  836  837 | 32  2 |   5.066     -2.394  1.587 |     -0.082      5.065    -27.526    0.135 |
  603 |   111 -        pi0 |  2 |  519  550  838  839 | 32  2 |  12.577     -2.377  1.381 |      2.374     12.350    -67.165    0.135 |
  604 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |  13.255     -2.368  1.477 |      1.244     13.197    -70.140    0.140 |
  605 |   213 -       rho+ |  2 |  519  550  718  719 | 32  2 |   6.950     -2.354  1.467 |      0.719      6.913    -36.262    0.791 |
  606 |   113 -       rho0 |  2 |  519  550  720  721 | 32  2 |   4.136     -2.162  1.517 |      0.221      4.130    -17.727    0.849 |
  607 |   313 -        K*0 |  2 |  519  550  722  723 | 32  2 |   7.206     -2.152  1.988 |     -2.917      6.589    -30.560    0.886 |
  608 |  -313 -     K*bar0 |  2 |  519  550  724  725 | 32  2 |   7.796     -1.934  1.975 |     -3.068      7.167    -26.388    0.907 |
  609 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |   5.298     -1.947  1.982 |     -2.119      4.855    -18.193    0.140 |
  610 |   223 -      omega |  2 |  519  550  840  842 | 32  3 |   2.975     -1.944  1.817 |     -0.724      2.886    -10.177    0.778 |
  611 |   211 -        pi+ |  1 |  519  550   -1   -1 | 32  0 |   3.340     -2.141  1.952 |     -1.244      3.100    -14.010    0.140 |
  612 |  -211 -        pi- |  1 |  519  550   -1   -1 | 32  0 |   2.374     -1.826  2.002 |     -0.992      2.156     -7.175    0.140 |
  613 |   111 -        pi0 |  2 |  519  550  843  845 | 32  3 |   1.492     -2.031  2.191 |     -0.867      1.214     -5.587    0.135 |
  614 |   221 -        eta |  2 |  519  550  846  848 | 32  3 |   2.166     -1.760  1.918 |     -0.737      2.037     -6.109    0.548 |
  615 |   111 -        pi0 |  2 |  519  550  849  850 | 32  2 |   2.475     -2.004  1.795 |     -0.550      2.413     -9.016    0.135 |
  616 |   321 -         K+ |  1 |  519  550   -1   -1 | 32  0 |   2.839     -1.947  1.750 |     -0.507      2.794     -9.749    0.494 |
  617 |  -323 -        K*- |  2 |  519  550  726  727 | 32  2 |   1.318     -1.747  1.912 |     -0.442      1.242     -3.666    0.715 |
  618 |   113 -       rho0 |  2 |  519  550  728  729 | 32  2 |   4.442     -1.861  1.729 |     -0.701      4.386    -13.931    0.962 |
  619 |   213 -       rho+ |  2 |  519  550  730  731 | 32  2 |   5.096     -1.695  1.440 |      0.666      5.052    -13.413    0.788 |
  620 |   511 -         B0 |  2 |  519  550  851  853 | 32  3 |  89.829     -1.727  1.377 |     17.289     88.150   -244.514    5.280 |
  621 |     3 -          s | 71 |  230  230  632  653 |  1 22 |   2.719      0.488  2.529 |     -2.224      1.563      1.379    0.500 |
  622 |    21 -          g | 71 |  206  206  632  653 |  1 22 |   0.376      2.230 -1.173 |      0.145     -0.346      1.727    0.000 |
  623 |    21 -          g | 71 |  242  242  632  653 |  1 22 |   3.237      2.772  1.254 |      1.007      3.076     25.777   -0.000 |
  624 |    21 -          g | 71 |  403  403  632  653 |  1 22 |   0.730      2.054  1.108 |      0.325      0.653      2.799    0.366 |
  625 |    21 -          g | 71 |  198  198  632  653 |  1 22 |   1.968      0.132  0.697 |      1.509      1.263      0.260    0.000 |
  626 |    21 -          g | 71 |  251  251  632  653 |  1 22 |   1.936     -0.568  0.387 |      1.793      0.730     -1.159    0.000 |
  627 |    21 -          g | 71 |  205  205  632  653 |  1 22 |   0.522     -0.652 -1.767 |     -0.102     -0.512     -0.365   -0.000 |
  628 |    21 -          g | 71 |  404  404  632  653 |  1 22 |   2.720     -3.398  0.488 |      2.403      1.275    -40.640    0.493 |
  629 |    21 -          g | 71 |  220  220  632  653 |  1 22 |   1.396     -2.779  0.851 |      0.920      1.050    -11.194   -0.000 |
  630 |    21 -          g | 71 |  200  200  632  653 |  1 22 |   1.432     -4.261 -3.074 |     -1.429     -0.096    -50.729    0.000 |
  631 |  2103 -       ud_1 | 71 |  256  256  632  653 |  1 22 |   0.238     -9.857 -1.212 |      0.083     -0.222  -2267.604    0.771 |
  632 |  -313 -     K*bar0 |  2 |  621  631  732  733 | 11  2 |   2.202      0.550  2.481 |     -1.738      1.352      1.272    0.901 |
  633 |  -211 -        pi- |  1 |  621  631   -1   -1 | 11  0 |   0.294      0.356  0.068 |      0.294      0.020      0.107    0.140 |
  634 |   331 -       eta' |  2 |  621  631  854  856 | 11  3 |   2.215      2.556  1.573 |     -0.004      2.215     14.185    0.959 |
  635 |   211 -        pi+ |  1 |  621  631   -1   -1 | 11  0 |   0.421      1.980 -0.433 |      0.382     -0.177      1.497    0.140 |
  636 |   313 -        K*0 |  2 |  621  631  734  735 | 11  2 |   0.081      4.068  2.083 |     -0.040      0.070      2.356    0.911 |
  637 |  -311 -      Kbar0 |  2 |  621  631  736  736 | 11  1 |   0.492      3.073  0.800 |      0.342      0.353      5.301    0.498 |
  638 |   311 -         K0 |  2 |  621  631  737  737 | 11  1 |   0.840      1.536  1.595 |     -0.020      0.840      1.861    0.498 |
  639 |  -313 -     K*bar0 |  2 |  621  631  738  739 | 11  2 |   0.138      4.107  0.658 |      0.109      0.084      4.187    0.850 |
  640 |  -211 -        pi- |  1 |  621  631   -1   -1 | 11  0 |   1.352      0.579  0.753 |      0.987      0.924      0.827    0.140 |
  641 |  3222 -     Sigma+ |  1 |  621  631   -1   -1 | 11  0 |   1.359     -0.350  0.240 |      1.320      0.323     -0.485    1.189 |
  642 | -3322 -     Xibar0 |  1 |  621  631   -1   -1 | 11  0 |   0.894     -0.744  0.956 |      0.516      0.731     -0.729    1.315 |
  643 |  -323 -        K*- |  2 |  621  631  740  741 | 11  2 |   0.845     -2.688  0.313 |      0.804      0.261     -6.186    0.828 |
  644 |   321 -         K+ |  1 |  621  631   -1   -1 | 11  0 |   0.505     -2.328 -1.581 |     -0.005     -0.505     -2.565    0.494 |
  645 |  -323 -        K*- |  2 |  621  631  742  743 | 11  2 |   1.608     -3.061  0.756 |      1.169      1.104    -17.116    0.896 |
  646 |   113 -       rho0 |  2 |  621  631  744  745 | 11  2 |   1.530     -3.617  0.450 |      1.378      0.666    -28.467    0.783 |
  647 |   111 -        pi0 |  2 |  621  631  857  858 | 11  2 |   0.339     -2.663  2.690 |     -0.305      0.148     -2.418    0.135 |
  648 |   223 -      omega |  2 |  621  631  859  860 | 11  2 |   0.580     -4.437  2.118 |     -0.301      0.495    -24.501    0.778 |
  649 |   223 -      omega |  2 |  621  631  861  863 | 11  3 |   0.477     -5.362 -2.234 |     -0.294     -0.376    -50.859    0.777 |
  650 |   211 -        pi+ |  1 |  621  631   -1   -1 | 11  0 |   0.298     -7.556  0.890 |      0.188      0.232   -284.766    0.140 |
  651 |  -213 -       rho- |  2 |  621  631  746  747 | 11  2 |   0.237     -6.010 -1.227 |      0.080     -0.223    -48.222    0.583 |
  652 |  2214 -     Delta+ |  2 |  621  631  748  749 | 11  2 |   0.606     -7.087  2.627 |     -0.528      0.298   -362.787    1.111 |
  653 |   223 -      omega |  2 |  621  631  864  866 | 11  3 |   0.412     -8.920 -1.328 |      0.099     -0.400  -1542.241    0.792 |
  654 |  -311 -      Kbar0 |  2 |  411  411  750  750 |  1  1 |   3.742     -0.805  2.029 |     -1.657      3.355     -3.346    0.498 |
  655 |  -211 -        pi- |  1 |  411  411   -1   -1 |  1  0 |   0.372     -0.402  2.176 |     -0.211      0.306     -0.153    0.140 |
  656 |   211 -        pi+ |  1 |  412  412   -1   -1 |  1  0 |   4.946     -0.802  2.163 |     -2.761      4.104     -4.409    0.140 |
  657 |  -211 -        pi- |  1 |  412  412   -1   -1 |  1  0 |   0.529     -1.202  2.559 |     -0.442      0.291     -0.801    0.140 |
  658 |   130 -       K_L0 |  1 |  419  419   -1   -1 |  1  0 |   3.878     -0.363  2.914 |     -3.777      0.876     -1.437    0.498 |
  659 |   311 -         K0 |  2 |  421  421  751  751 |  1  1 |   5.325     -0.424  2.815 |     -5.044      1.709     -2.324    0.498 |
  660 |   211 -        pi+ |  1 |  421  421   -1   -1 |  1  0 |   2.310     -0.534  2.728 |     -2.115      0.928     -1.293    0.140 |
  661 |   211 -        pi+ |  1 |  436  436   -1   -1 |  1  0 |  19.833     -1.203  1.786 |     -4.232     19.376    -30.058    0.140 |
  662 |  -211 -        pi- |  1 |  436  436   -1   -1 |  1  0 |  26.595     -1.195  1.755 |     -4.865     26.147    -39.894    0.140 |
  663 |   311 -         K0 |  2 |  452  452  752  752 |  1  1 |   0.582      2.157 -1.171 |      0.227     -0.536      2.481    0.498 |
  664 |   211 -        pi+ |  1 |  452  452   -1   -1 |  1  0 |   0.810      1.470 -1.581 |     -0.008     -0.810      1.668    0.140 |
  665 |  -311 -      Kbar0 |  2 |  453  453  753  753 |  1  1 |   1.891      1.277 -1.639 |     -0.129     -1.887      3.127    0.498 |
  666 |  -211 -        pi- |  1 |  453  453   -1   -1 |  1  0 |   1.934      1.243 -1.371 |      0.383     -1.895      3.073    0.140 |
  667 |   211 -        pi+ |  1 |  454  454   -1   -1 |  1  0 |   8.975      1.267 -1.512 |      0.531     -8.959     14.666    0.140 |
  668 |   111 -        pi0 |  2 |  454  454  867  868 |  1  2 |   3.625      1.121 -1.476 |      0.345     -3.608      4.967    0.135 |
  669 |   211 -        pi+ |  1 |  457  457   -1   -1 |  1  0 |   0.899      1.132 -1.680 |     -0.098     -0.893      1.250    0.140 |
  670 |   111 -        pi0 |  2 |  457  457  869  870 |  1  2 |   3.630      1.129 -1.449 |      0.440     -3.603      5.024    0.135 |
  671 |   211 -        pi+ |  1 |  459  459   -1   -1 |  1  0 |   1.713      1.512 -1.921 |     -0.588     -1.609      3.694    0.140 |
  672 |  -211 -        pi- |  1 |  459  459   -1   -1 |  1  0 |   1.914      0.945 -1.613 |     -0.081     -1.912      2.089    0.140 |
  673 |   211 -        pi+ |  1 |  462  462   -1   -1 |  1  0 |   0.085      2.736 -0.963 |      0.049     -0.070      0.657    0.140 |
  674 |   111 -        pi0 |  2 |  462  462  871  872 |  1  2 |   2.673      1.512 -1.496 |      0.199     -2.666      5.771    0.135 |
  675 |   130 -       K_L0 |  1 |  470  470   -1   -1 |  1  0 |   0.732      1.279 -2.533 |     -0.601     -0.419      1.214    0.498 |
  676 |   310 -       K_S0 |  1 |  485  485   -1   -1 |  1  0 |   0.724      6.327 -1.203 |      0.260     -0.676    202.469    0.498 |
  677 |  -321 -         K- |  1 |  486  486   -1   -1 |  1  0 |   2.693      4.939 -1.702 |     -0.353     -2.669    188.000    0.494 |
